,h,peak_num,t,tide_cyc
444,1.212230299,1,1944-10-02 01:00:00,1
445,1.151270299,1,1944-10-03 14:00:00,1
446,1.181751299,1,1944-10-21 15:00:00,1
447,1.303670299,1,1944-10-28 23:00:00,1
448,1.151270299,1,1944-11-16 14:00:00,1
449,1.151270299,1,1944-11-17 15:00:00,1
450,1.242710299,1,1944-11-18 15:00:00,1
451,1.273190299,1,1944-11-21 17:00:00,1
452,1.212230299,1,1944-11-29 13:00:00,1
453,1.608470299,1,1944-11-30 13:00:00,1
454,1.242710299,1,1944-12-08 20:00:00,1
455,1.273190299,1,1944-12-12 10:00:00,1
456,1.190823893,1,1945-01-14 14:00:00,1
457,1.434664893,1,1945-01-16 15:00:00,1
458,1.1603438929999998,1,1945-02-14 15:00:00,1
459,1.190823893,1,1945-05-04 05:00:00,1
460,1.312743893,1,1945-05-11 00:00:00,1
461,1.1603438929999998,1,1945-05-14 03:00:00,1
462,1.190823893,1,1945-07-28 03:00:00,1
463,1.1603438929999998,1,1945-08-24 01:00:00,1
464,1.190823893,1,1945-08-25 02:00:00,1
465,1.282264893,1,1945-09-18 23:00:00,1
466,1.221304893,1,1945-10-22 13:00:00,1
467,1.190823893,1,1945-10-23 14:00:00,1
468,1.282264893,1,1945-10-24 15:00:00,1
469,1.312743893,2,1945-11-20 00:00:00,2
470,1.4041838930000001,1,1945-11-22 13:00:00,1
471,1.495623893,1,1945-11-29 09:00:00,2
472,1.434664893,3,1945-12-02 11:00:00,3
473,1.4041838930000001,1,1945-12-06 13:00:00,1
474,1.4041838930000001,3,1945-12-20 13:00:00,3
475,1.145097651,1,1946-01-18 13:00:00,1
476,1.175577651,1,1946-01-21 15:00:00,1
477,1.145097651,1,1946-04-03 01:00:00,1
478,1.2974976509999998,3,1946-04-05 02:00:00,3
479,1.2060576509999998,1,1946-05-28 22:00:00,1
480,1.4194176509999998,1,1946-05-29 23:00:00,1
481,1.3279776509999999,1,1946-05-31 00:00:00,1
482,1.3279776509999999,1,1946-06-01 01:00:00,1
483,1.2974976509999998,1,1946-06-02 02:00:00,1
484,1.2974976509999998,1,1946-06-03 02:00:00,1
485,1.236537651,4,1946-10-11 13:00:00,4
486,1.2974976509999998,1,1946-10-12 13:00:00,1
487,1.175577651,1,1946-10-14 15:00:00,1
488,1.267017651,1,1946-11-08 11:00:00,1
489,1.3279776509999999,1,1946-11-10 13:00:00,1
490,1.3279776509999999,1,1946-11-11 14:00:00,1
491,1.145097651,1,1946-11-12 15:00:00,1
492,1.145097651,1,1946-12-10 14:00:00,1
493,1.142102097,1,1947-01-07 12:00:00,1
494,1.172583097,1,1947-02-07 14:00:00,1
495,1.324982097,1,1947-04-22 01:00:00,1
496,1.172583097,1,1947-04-23 02:00:00,1
497,1.142102097,1,1947-05-22 01:00:00,1
498,1.172583097,1,1947-06-17 23:00:00,1
499,1.2030620969999999,1,1947-06-19 00:00:00,1
500,1.2030620969999999,1,1947-06-20 01:00:00,1
501,1.233542097,1,1947-06-21 02:00:00,1
502,1.142102097,1,1947-07-17 23:00:00,1
503,1.233542097,1,1947-08-18 01:00:00,1
504,1.142102097,1,1947-09-15 00:00:00,1
505,1.142102097,1,1947-10-30 12:00:00,1
506,1.4773820969999998,1,1947-10-31 13:00:00,3
507,1.172583097,1,1947-11-02 15:00:00,1
508,1.294502097,1,1947-11-04 17:00:00,1
509,1.172583097,1,1947-11-08 09:00:00,1
510,1.194028555,1,1948-01-02 05:00:00,1
511,1.2245085549999999,1,1948-01-25 11:00:00,1
512,1.163548555,1,1948-02-23 11:00:00,1
513,1.2245085549999999,1,1948-03-23 23:00:00,2
514,1.254988555,1,1948-05-21 23:00:00,1
515,1.163548555,1,1948-06-08 00:00:00,1
516,1.133068555,1,1948-06-09 01:00:00,1
517,1.194028555,1,1948-06-10 02:00:00,1
518,1.254988555,1,1948-07-08 01:00:00,1
519,1.254988555,1,1948-08-06 00:00:00,1
520,1.163548555,1,1948-10-03 13:00:00,1
521,1.133068555,1,1948-10-04 13:00:00,1
522,1.407388555,3,1948-10-06 15:00:00,3
523,1.2245085549999999,1,1948-10-07 16:00:00,1
524,1.2245085549999999,1,1948-11-02 13:00:00,1
525,1.194028555,1,1948-11-03 14:00:00,1
526,1.163548555,1,1948-11-29 11:00:00,1
527,1.285468555,1,1948-11-30 12:00:00,1
528,1.194028555,1,1948-12-16 12:00:00,1
529,1.163548555,1,1948-12-17 13:00:00,1
530,1.285468555,2,1948-12-20 15:00:00,2
531,1.166761549,1,1949-01-15 13:00:00,1
532,1.136280549,1,1949-01-16 13:00:00,1
533,1.227720549,1,1949-01-28 12:00:00,1
534,1.227720549,1,1949-02-15 14:00:00,1
535,1.288681549,1,1949-04-14 01:00:00,1
536,1.166761549,1,1949-04-15 02:00:00,1
537,1.166761549,1,1949-04-16 02:00:00,1
538,1.349641549,1,1949-05-11 23:00:00,1
539,1.319160549,1,1949-05-13 00:00:00,1
540,1.166761549,1,1949-09-23 13:00:00,1
541,1.349641549,6,1949-10-21 12:00:00,6
542,1.349641549,1,1949-10-22 12:00:00,1
543,1.136280549,1,1949-10-24 14:00:00,1
544,1.136280549,1,1949-11-02 10:00:00,1
545,1.279752505,1,1950-02-15 11:00:00,1
546,1.3102325049999999,3,1950-09-13 01:00:00,4
547,1.1883125049999999,1,1950-09-14 14:00:00,1
548,1.157832505,1,1950-10-11 12:00:00,1
549,1.1883125049999999,1,1950-10-12 13:00:00,1
550,1.157832505,1,1950-11-09 11:00:00,1
551,1.1883125049999999,1,1950-11-11 13:00:00,1
552,2.102712505,1,1950-11-25 13:00:00,4
553,1.645512505,3,1950-12-08 11:00:00,3
554,1.3102325049999999,1,1950-12-09 12:00:00,1
555,1.279752505,1,1950-12-10 13:00:00,1
556,1.462632505,1,1950-12-11 14:00:00,1
557,1.191623046,1,1951-02-07 13:00:00,1
558,1.161144046,1,1951-03-04 09:00:00,1
559,1.2525830459999998,1,1951-03-14 04:00:00,1
560,1.2525830459999998,1,1951-05-18 22:00:00,1
561,1.161144046,1,1951-05-21 00:00:00,1
562,1.161144046,1,1951-05-22 01:00:00,1
563,1.191623046,1,1951-05-23 01:00:00,1
564,1.161144046,1,1951-05-24 02:00:00,1
565,1.161144046,1,1951-05-25 03:00:00,1
566,1.130663046,1,1951-06-18 23:00:00,1
567,1.161144046,1,1951-06-20 00:00:00,1
568,1.161144046,1,1951-06-21 01:00:00,1
569,1.130663046,1,1951-06-22 02:00:00,1
570,1.191623046,1,1951-07-19 00:00:00,1
571,1.161144046,1,1951-07-20 01:00:00,1
572,1.130663046,1,1951-08-17 00:00:00,1
573,1.130663046,1,1951-08-18 00:00:00,1
574,1.191623046,1,1951-10-04 15:00:00,1
575,1.130663046,1,1951-10-07 18:00:00,1
576,1.130663046,1,1951-10-31 13:00:00,1
577,1.4659430459999998,1,1951-11-01 14:00:00,1
578,1.222103046,1,1951-11-02 14:00:00,1
579,1.222103046,1,1951-11-03 14:00:00,1
580,1.130663046,1,1951-11-29 12:00:00,1
581,1.191623046,1,1951-11-30 13:00:00,1
582,1.222103046,1,1951-12-01 14:00:00,1
583,1.191623046,1,1951-12-21 05:00:00,1
584,1.191623046,1,1951-12-30 14:00:00,1
585,1.158402996,1,1952-01-08 10:00:00,1
586,1.158402996,1,1952-02-28 02:00:00,1
587,1.341282996,1,1952-05-12 01:00:00,1
588,1.158402996,1,1952-07-10 02:00:00,1
589,1.158402996,1,1952-11-19 14:00:00,1
590,1.1888829959999998,1,1952-11-20 14:00:00,1
591,1.3108029959999998,3,1952-11-22 15:00:00,3
592,1.2193629959999999,1,1952-12-02 13:00:00,1
593,1.371762996,2,1952-12-23 05:00:00,2
594,1.2166652809999998,1,1953-01-22 06:00:00,1
595,1.2166652809999998,1,1953-02-13 12:00:00,1
596,1.2471452809999999,1,1953-02-15 14:00:00,1
597,1.186185281,1,1953-04-12 23:00:00,1
598,1.155705281,1,1953-05-13 00:00:00,1
599,1.582425281,3,1953-10-23 13:00:00,5
600,1.2471452809999999,1,1953-10-25 14:00:00,1
601,2.192025281,2,1953-11-07 11:00:00,2
602,1.155705281,1,1953-11-22 13:00:00,1
603,1.214005223,1,1954-01-12 06:00:00,1
604,1.274965223,1,1954-05-03 00:00:00,1
605,1.427365223,1,1954-05-04 01:00:00,1
606,1.2444852229999999,1,1954-05-05 02:00:00,1
607,1.153045223,1,1954-06-03 01:00:00,1
608,1.4883252230000001,1,1954-08-31 14:00:00,1
609,1.183525223,1,1954-09-15 14:00:00,1
610,1.2444852229999999,1,1954-10-15 15:00:00,3
611,1.214005223,1,1954-10-29 14:00:00,1
612,1.235765448,1,1955-01-06 10:00:00,1
613,1.2662454479999998,1,1955-03-22 11:00:00,2
614,1.144325448,1,1955-03-26 14:00:00,1
615,1.2662454479999998,1,1955-04-23 00:00:00,1
616,1.235765448,1,1955-04-24 01:00:00,1
617,1.479605448,1,1955-04-25 02:00:00,1
618,1.235765448,1,1955-04-26 03:00:00,1
619,1.296725448,1,1955-06-09 02:00:00,1
620,1.1748054479999999,1,1955-06-21 01:00:00,1
621,1.1748054479999999,1,1955-08-13 09:00:00,2
622,1.144325448,1,1955-08-19 01:00:00,1
623,1.723445448,2,1955-10-14 22:00:00,7
624,1.144325448,1,1955-10-18 14:00:00,1
625,1.296725448,1,1955-10-30 11:00:00,3
626,1.388165448,1,1955-11-02 13:00:00,1
627,1.327205448,1,1955-11-03 14:00:00,1
628,1.3916695799999999,2,1956-01-10 11:00:00,2
629,1.20878958,1,1956-01-11 11:00:00,1
630,1.20878958,1,1956-03-17 02:00:00,1
631,1.20878958,1,1956-03-19 05:00:00,1
632,1.20878958,1,1956-04-13 01:00:00,1
633,1.1783095799999999,1,1956-04-16 03:00:00,1
634,1.14782958,1,1956-06-09 00:00:00,1
635,1.23926958,1,1956-06-10 01:00:00,1
636,1.14782958,1,1956-07-08 00:00:00,1
637,1.20878958,1,1956-07-09 01:00:00,1
638,1.1783095799999999,1,1956-07-10 02:00:00,1
639,1.26974958,3,1956-08-07 00:00:00,5
640,1.20878958,1,1956-09-27 18:00:00,1
641,1.1783095799999999,1,1956-10-23 15:00:00,1
642,1.14782958,1,1956-10-25 17:00:00,1
643,1.1783095799999999,1,1956-11-02 12:00:00,1
644,1.26974958,1,1956-11-03 13:00:00,1
645,1.14782958,1,1956-11-26 07:00:00,1
646,1.14782958,1,1956-12-15 10:00:00,1
647,1.200107744,1,1957-01-16 13:00:00,1
648,1.170107744,1,1957-02-13 12:00:00,1
649,1.231107744,2,1957-02-15 02:00:00,5
650,1.139107744,1,1957-03-16 01:00:00,1
651,1.200107744,1,1957-03-20 04:00:00,1
652,1.139107744,1,1957-06-29 02:00:00,1
653,1.170107744,1,1957-08-26 01:00:00,1
654,1.139107744,1,1957-09-25 14:00:00,1
655,1.383107744,1,1957-10-07 00:00:00,1
656,1.170107744,1,1957-10-24 14:00:00,1
657,1.139107744,1,1957-10-26 16:00:00,1
658,1.200107744,1,1957-11-19 11:00:00,1
659,1.170107744,1,1957-11-20 12:00:00,1
660,1.170107744,1,1957-12-05 12:00:00,1
661,1.139107744,1,1957-12-21 13:00:00,1
662,1.170107744,1,1957-12-26 17:00:00,1
663,1.1888091959999998,1,1958-01-15 09:00:00,1
664,1.340587196,1,1958-01-25 17:00:00,1
665,1.2495861959999999,1,1958-02-02 11:00:00,1
666,1.2185871959999999,1,1958-02-08 03:00:00,1
667,1.6755861959999998,2,1958-03-21 01:00:00,2
668,1.5545861959999998,4,1958-04-04 00:00:00,11
669,1.1578091959999999,1,1958-05-05 02:00:00,1
670,1.2188091959999998,1,1958-05-06 03:00:00,1
671,1.1888091959999998,1,1958-05-07 04:00:00,1
672,1.1578091959999999,1,1958-08-17 02:00:00,1
673,1.1578091959999999,1,1958-09-17 16:00:00,1
674,1.1578091959999999,1,1958-09-18 17:00:00,1
675,1.1888091959999998,1,1958-09-28 13:00:00,1
676,1.310809196,3,1958-10-26 13:00:00,3
677,1.340809196,1,1958-11-10 12:00:00,1
678,1.2188091959999998,1,1958-12-12 14:00:00,1
679,1.171058962,1,1959-01-02 06:00:00,1
680,1.354058962,1,1959-03-12 16:00:00,1
681,1.4450589619999998,2,1959-03-28 03:00:00,2
682,1.171058962,1,1959-04-23 01:00:00,1
683,1.262058962,1,1959-04-24 02:00:00,1
684,1.140058962,1,1959-04-25 02:00:00,1
685,1.232058962,1,1959-04-29 06:00:00,1
686,1.171058962,1,1959-06-20 00:00:00,1
687,1.140058962,1,1959-06-21 01:00:00,1
688,1.201058962,1,1959-06-22 01:00:00,1
689,1.201058962,1,1959-10-03 14:00:00,1
690,1.140058962,1,1959-11-03 15:00:00,1
691,1.171058962,1,1959-12-03 16:00:00,1
692,1.384058962,1,1959-12-07 07:00:00,1
693,1.6280589619999999,5,1959-12-30 13:00:00,5
694,1.140058962,1,1959-12-31 15:00:00,1
695,1.137566665,1,1960-01-27 13:00:00,1
696,1.3205666649999999,1,1960-01-28 13:00:00,1
697,1.259567665,1,1960-01-29 14:00:00,1
698,1.198566665,1,1960-01-30 15:00:00,1
699,1.168566665,2,1960-02-01 04:00:00,2
700,1.137566665,1,1960-02-11 12:00:00,1
701,1.5645666649999999,1,1960-02-14 14:00:00,1
702,1.777566665,1,1960-02-19 06:00:00,1
703,1.229566665,2,1960-02-26 13:00:00,2
704,1.137566665,1,1960-05-12 02:00:00,1
705,1.168566665,1,1960-05-13 02:00:00,1
706,1.168566665,1,1960-06-09 00:00:00,1
707,1.229566665,1,1960-06-10 01:00:00,1
708,1.351566665,1,1960-06-11 02:00:00,3
709,1.168566665,1,1960-06-13 04:00:00,1
710,1.137566665,1,1960-07-09 01:00:00,1
711,1.198566665,1,1960-08-06 00:00:00,1
712,1.137566665,1,1960-08-07 01:00:00,1
713,1.168566665,1,1960-08-08 02:00:00,1
714,1.137566665,1,1960-09-04 00:00:00,1
715,1.137566665,1,1960-09-06 01:00:00,1
716,2.3875666649999996,1,1960-09-12 18:00:00,1
717,1.137566665,1,1960-09-25 16:00:00,1
718,1.290566665,7,1960-11-01 12:00:00,8
719,1.168566665,1,1960-11-19 14:00:00,1
720,1.290566665,1,1960-12-21 16:00:00,1
721,1.470092196,3,1961-01-16 13:00:00,3
722,1.3180921959999998,1,1961-01-20 04:00:00,2
723,1.440092196,1,1961-02-04 16:00:00,1
724,1.135092196,1,1961-02-14 12:00:00,1
725,1.623092196,1,1961-03-09 06:00:00,1
726,1.2270921959999999,1,1961-03-14 11:00:00,1
727,1.135092196,1,1961-03-15 12:00:00,1
728,1.867092196,1,1961-04-13 12:00:00,2
729,1.135092196,1,1961-04-15 01:00:00,1
730,1.2270921959999999,2,1961-04-16 14:00:00,3
731,1.135092196,1,1961-07-28 01:00:00,1
732,1.166092196,1,1961-07-29 02:00:00,1
733,1.135092196,1,1961-09-23 00:00:00,1
734,1.2270921959999999,4,1961-09-25 14:00:00,5
735,1.5620921959999998,4,1961-10-22 12:00:00,10
736,1.4090921959999998,1,1961-11-24 15:00:00,1
737,1.166092196,1,1961-12-19 11:00:00,1
738,1.135092196,1,1961-12-20 12:00:00,1
739,1.2570921959999999,1,1961-12-24 15:00:00,1
740,2.047630481,4,1962-03-07 02:00:00,8
741,1.163630481,1,1962-03-12 18:00:00,1
742,1.163630481,2,1962-03-22 14:00:00,2
743,1.254630481,3,1962-05-03 00:00:00,3
744,1.2856304809999999,1,1962-05-04 01:00:00,1
745,1.224630481,1,1962-05-05 02:00:00,1
746,1.1936304809999998,1,1962-05-06 02:00:00,1
747,1.163630481,1,1962-07-17 01:00:00,1
748,1.1326304809999999,1,1962-09-14 01:00:00,1
749,1.1326304809999999,1,1962-09-28 01:00:00,1
750,1.1326304809999999,1,1962-10-15 15:00:00,1
751,1.1936304809999998,1,1962-11-03 18:00:00,1
752,1.6506304809999999,1,1962-11-10 12:00:00,1
753,1.163630481,1,1962-11-12 13:00:00,1
754,1.254630481,1,1962-11-13 14:00:00,1
755,1.254630481,1,1962-11-16 17:00:00,1
756,1.4066304809999999,3,1962-12-06 19:00:00,4
757,1.222180542,1,1963-01-08 12:00:00,1
758,1.283180542,1,1963-01-09 13:00:00,1
759,1.130180542,1,1963-01-12 15:00:00,1
760,1.4041805419999998,1,1963-01-27 15:00:00,1
761,1.130180542,1,1963-03-27 02:00:00,1
762,1.313180542,1,1963-04-24 01:00:00,1
763,1.161180542,1,1963-06-21 00:00:00,1
764,1.161180542,1,1963-07-21 01:00:00,1
765,1.130180542,1,1963-07-22 02:00:00,1
766,1.252180542,2,1963-09-06 15:00:00,2
767,1.130180542,1,1963-11-01 13:00:00,1
768,1.130180542,1,1963-11-02 14:00:00,1
769,1.344180542,1,1963-11-07 18:00:00,1
770,1.313180542,2,1963-11-30 00:00:00,2
771,1.2197382049999999,1,1964-01-13 13:00:00,1
772,1.188738205,1,1964-05-13 02:00:00,1
773,1.158738205,1,1964-05-14 03:00:00,1
774,1.158738205,1,1964-05-15 04:00:00,1
775,1.158738205,1,1964-06-10 01:00:00,1
776,1.158738205,1,1964-07-10 01:00:00,1
777,1.158738205,1,1964-07-11 02:00:00,1
778,1.280738205,3,1964-11-20 13:00:00,3
779,1.188738205,1,1964-12-22 16:00:00,1
780,1.186300594,1,1965-01-16 12:00:00,1
781,1.399300594,1,1965-01-17 13:00:00,1
782,1.2173005940000001,1,1965-01-18 14:00:00,1
783,1.2173005940000001,1,1965-03-18 14:00:00,1
784,1.186300594,1,1965-07-01 03:00:00,1
785,1.186300594,1,1965-07-29 01:00:00,1
786,1.156300594,1,1965-07-30 02:00:00,1
787,1.2173005940000001,1,1965-10-23 12:00:00,1
788,1.156300594,1,1965-11-22 13:00:00,1
789,1.186300594,1,1965-12-12 16:00:00,1
790,1.186300594,1,1965-12-13 17:00:00,1
791,1.214864934,1,1966-01-07 13:00:00,1
792,1.793864934,1,1966-01-23 14:00:00,1
793,1.153864934,1,1966-03-05 12:00:00,1
794,1.153864934,1,1966-04-05 01:00:00,1
795,1.183864934,1,1966-08-17 01:00:00,1
796,1.244864934,1,1966-09-15 01:00:00,2
797,1.244864934,1,1966-09-16 14:00:00,1
798,1.183864934,1,1966-09-20 18:00:00,1
799,1.3968649340000001,1,1966-09-21 18:00:00,1
800,1.244864934,1,1966-11-28 13:00:00,1
801,1.214864934,1,1966-12-14 15:00:00,1
802,1.427864934,1,1966-12-29 13:00:00,1
803,1.3944282469999998,1,1967-01-27 14:00:00,2
804,1.242428247,1,1967-02-07 12:00:00,1
805,1.242428247,1,1967-03-27 02:00:00,3
806,1.303428247,1,1967-04-25 01:00:00,1
807,1.181428247,1,1967-04-26 02:00:00,1
808,1.151428247,1,1967-04-27 03:00:00,1
809,1.425428247,1,1967-04-28 04:00:00,1
810,1.3944282469999998,1,1967-04-29 05:00:00,1
811,1.181428247,1,1967-05-08 00:00:00,1
812,1.273428247,1,1967-05-24 01:00:00,1
813,1.425428247,1,1967-05-25 02:00:00,1
814,1.303428247,1,1967-05-26 03:00:00,1
815,1.212428247,1,1967-05-27 04:00:00,1
816,1.303428247,1,1967-06-21 00:00:00,1
817,1.212428247,1,1967-06-22 01:00:00,1
818,1.151428247,1,1967-10-19 01:00:00,1
819,1.181428247,1,1967-10-31 11:00:00,1
820,1.151428247,1,1967-11-01 12:00:00,1
821,1.334428247,1,1967-11-02 13:00:00,1
822,1.334428247,1,1967-11-03 14:00:00,1
823,1.303428247,1,1967-11-04 15:00:00,1
824,1.151428247,1,1967-12-02 14:00:00,1
825,1.334428247,1,1967-12-03 15:00:00,1
826,1.151428247,1,1967-12-11 10:00:00,1
827,1.30098676,1,1968-01-15 01:00:00,1
828,1.17898676,1,1968-04-15 03:00:00,1
829,1.20998676,1,1968-05-14 02:00:00,1
830,1.17898676,1,1968-06-10 00:00:00,1
831,1.42298676,1,1968-06-11 01:00:00,1
832,1.2399867599999999,1,1968-06-12 02:00:00,1
833,1.2399867599999999,1,1968-06-13 03:00:00,1
834,1.1489867599999999,1,1968-06-28 03:00:00,1
835,1.27698676,1,1968-10-24 15:00:00,1
836,1.2339867599999998,1,1968-10-25 16:00:00,1
837,1.16098676,1,1968-11-07 15:00:00,1
838,1.35598676,1,1968-11-10 17:00:00,1
839,1.80398676,1,1968-11-12 16:00:00,1
840,1.16098676,1,1968-11-18 11:00:00,1
841,1.15498676,1,1968-11-19 12:00:00,1
842,1.37998676,1,1968-12-04 13:00:00,1
843,1.16998676,1,1968-12-22 15:00:00,1
844,1.21898676,1,1968-12-23 16:00:00,1
845,1.167538096,1,1969-06-01 01:00:00,1
846,1.179538096,1,1969-06-02 02:00:00,1
847,1.2465380959999999,1,1969-06-03 03:00:00,1
848,1.130538096,1,1969-06-30 01:00:00,1
849,1.219538096,1,1969-07-01 02:00:00,1
850,1.161538096,1,1969-07-26 23:00:00,1
851,1.2525380959999999,1,1969-07-28 00:00:00,1
852,1.249538096,1,1969-07-29 01:00:00,1
853,1.265538096,1,1969-07-30 02:00:00,1
854,1.2105380959999998,1,1969-08-27 00:00:00,1
855,1.1335380959999999,1,1969-09-24 00:00:00,1
856,1.136538096,1,1969-10-14 15:00:00,1
857,1.140538096,1,1969-10-16 17:00:00,1
858,1.140538096,1,1969-11-08 12:00:00,1
859,1.386538096,1,1969-11-09 12:00:00,1
860,1.463538096,1,1969-11-10 14:00:00,1
861,1.399538096,1,1969-11-11 14:00:00,1
862,1.344538096,1,1969-11-12 15:00:00,1
863,1.2525380959999999,1,1969-11-14 16:00:00,1
864,1.3015380959999998,1,1969-12-08 12:00:00,1
865,1.140538096,1,1969-12-10 14:00:00,1
866,1.298538096,1,1969-12-11 14:00:00,1
867,1.6585380959999998,1,1969-12-26 15:00:00,1
868,1.171078279,1,1970-01-07 13:00:00,1
869,1.232078279,1,1970-01-08 14:00:00,1
870,1.287078279,1,1970-02-10 17:00:00,2
871,1.205078279,1,1970-03-23 02:00:00,1
872,1.211078279,1,1970-04-02 21:00:00,1
873,1.189078279,1,1970-04-07 02:00:00,1
874,1.195078279,1,1970-06-22 03:00:00,1
875,1.138078279,1,1970-10-15 13:00:00,1
876,1.296078279,1,1970-11-12 12:00:00,1
877,1.461078279,1,1970-11-13 13:00:00,1
878,1.141078279,1,1970-11-14 14:00:00,1
879,1.509078279,1,1970-11-15 15:00:00,1
880,1.302078279,1,1970-12-12 13:00:00,1
881,1.290078279,1,1970-12-13 14:00:00,1
882,1.336078279,2,1970-12-17 16:00:00,2
